"Resident 
within this area",W2 2SL,W2 2SL,51.5135,-0.17383,"Improve accessibility for the most 
vulnerable 
users;Reduce cut through traffic and congestion;Avoid increases in motor vehicle journey 
times within the area;","Strongly 
negative","You have tried to solve one problem by creating others. Residents within the Hyde Park Estate should be allowed access to all 
shops, GP practice, chemist etc. without having to go out to the Bayswater Road, around to Edgware Road and then into Connaught Square for example as all access from Sussex Square to Connaught Square will be blocked. Cycling and walking is fine for some people but it is discriminatory for older or disabled residents who rely on the car to get around and who do not have the option of walking or cycling. You want us to support local business but we would no longer have direct access. Bayswater road will become even more congested and cause more pollution. THERE MUST BE A WAY TO IDENTIFY HYPE PARK ESTATE RESIDENTS IN ORDER FOR THEM TO HAVE FREE AND EFFICIENT ACCESS TO LOCAL BUSINESSES WEST OF THE EDGWARE ROAD!!!!",Between three and six times a week,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon 
etc);Visit bars / pubs / restaurants;Visit 
caf�s;Use take-away food services;",Regular farmers� market;,Seating / benches;,Private car,Private car,It really does feel like the wrong people are being punished in order to try to address the additional traffic going through the estate. None of our previous suggestions have been considered or incorporated. I am very unhappy about the proposed scheme and resent having to join busy main roads in order to drive to a shop or GP that should only be 2 or 3 minutes away.
"Resident 
within this area",w22SB,w22SB,,,,"Strongly 
negative",,Every day,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon etc);","I am happy with the current offer at Connaught Village and do not think it needs any further 
activities;I don�t support any change in the area;","I don�t think the area needs any further 
infrastructure or physical change, I like it the way it is;",Walking,Walking,
"Resident in Westminster, but not in 
this area",w1h 6br,w1h 6br,,,improve traffic flow and extra parking spaces ;,"Strongly 
negative",I have no words to describe how stupid this proposal is,Every day,"Visit bars / pubs / 
restaurants;Use take away food services;Visit friends and/or 
family;Shop for 
household essentials (e.g. groceries, 
pharmacy, DIY, laundry, barber/hair saloon etc);",I don�t support any change in the area;,"I don�t think the area needs any further 
infrastructure or physical change, I like it the way it is;",Private car,Private car,
"Resident 
within this area",W2 2DJ,W2 2DJ,51.5171,-0.16805,"1) maintaining 
through traffic for ALL Vehicles on ALL roads; 2) stopping & fining bicyclists who 
constantly violate the rules of the 
road.;","Strongly 
negative","The proposed changes disproportionately affect the residents of the Water Gardens which is not acceptable. Everyone will suffer increased travel times, and costs where taxis are used. 
Any deemed increase in the traffic via side roads is caused directly by Westminster City Council's road changes to Bayswater, Lancaster Gate, Sussex Gardens, Park Lane, Edgeware Road, Burwood Place, Serpentine and North and South Carriage Drives, all of which have done nothing but delay travel times and cause horrendous traffic jams.",Between three and six times a week,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon etc);","I don�t support any change in the area;I am happy with the current offer at Connaught Village and do 
not think it needs any further activities;None of the 5 options above are required. Leave the area alone .;","I don�t think the area needs any further 
infrastructure or physical change, I like it the way it is;I am opposed to all of the above which have the potential to negatively impact smooth traffic flow through the area. ;","Private Car, scooter, walk, bus, 
underground, taxi . This form should 
accept more than one mode of transport as most people use 
more than one form of transport.","Private Car, scooter, walk, bus, 
underground, taxi . This form should 
accept more than one mode of transport as most people use more than one form of 
transport.","Connaught Village is not a village, just a term for a very small triangle of land. The roads are not owned by those who reside along and businesses which are in place, but to all people who 
have a right to travel on all roads. The proposed changes negatively impact the large number of residents in The Water Gardens and are completely unacceptable. If certain find traffic has increased on side roads, then Westminster City Council should reverse many of its useless traffic installations to allow smooth east-west and north-south major roads to function for purpose."
"Resident 
within this area",w1h 4np,w1h 4np,,,"Avoid increases in motor vehicle 
journey times within the area;","Strongly 
negative","I do not agree with this as all this is going to do is make it impossible to get out and about within the area. It's fine as it is leave it alone. 
When you're sitting in your office your fine, but we are the ones suffering. It's a BIG NO from me.","Once or twice a 
week","Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon 
etc);Visit caf�s;Visit friends and/or family;I cut through the area when travelling to 
another place;",I don�t support any change in the area;,,Private car,Private car,
"Resident 
within this area",W2 2YG,W2 2YG,51.51396,-0.16508,"Improve accessibility for the most 
vulnerable 
users;Reduce cut through traffic and congestion;Avoid increases in motor vehicle journey 
times within the area;","Mostly 
negative","As a vulnerable resident in St. George�s Fields, I always get taxis in Connaught Street to go into central London for medical appointments. Now I will have to go to Bayswater Road which is always busy, and go and return the long way via Marble Arch, which will be much more expensive. Taxis should be allowed through Connaught St.",Once or twice a week,"I cut through the area when travelling to 
another place;Shop for household essentials (e.g. groceries, 
pharmacy, DIY, laundry, barber/hair saloon 
etc);Visit bars / pubs / restaurants;Visit 
caf�s;Shop for specialist goods and/or services (e.g. art, clothes, 
furniture, property 
agents etc);","I am happy with the current offer at Connaught Village and do not think it needs any further 
activities;","Creating safer pedestrian crossings;Seating / 
benches;",Walking,"Taxi / private hire 
vehicle","St. George�s Fields residents will only be able to hail a passing taxi if it happens to be dropping someone off in Albion Street or will have to go to Bayswater Road, which is already often congested with most taxis occupied,"
"Resident 
within this area",W2 2YE,W2 2YE,51.51389,-0.16582,"Reduce cut through traffic and 
congestion;Improve accessibility for the most vulnerable users;Increase 
opportunities for community activity and a thriving high street ;","Strongly 
positive",Piazza,Every day,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon 
etc);Shop for specialist goods and/or services (e.g. art, clothes, 
furniture, property 
agents etc);Visit 
caf�s;Visit friends and/or family;",Seasonal / specialist market (e.g. Christmas market or antiques market);Outdoor dining;Cultural / artistic / musical events;,"Seating / 
benches;Extended 
pavements / pathways for pedestrians;Public tables and chairs;",Walking,Walking,
"Resident 
within this area",W2 1BE,W2 1BE,51.51936,-0.17578,"Encourage people to walk and 
cycle;Reduce cut through traffic and congestion;Improve local air quality ;",Mostly positive,I am concerned about traffic and parking being pushed to areas outside of this protected zone. I live in Hermitage Street and already there is parking on double yellow and chauffeured cars �resting�. I have seen wardens walk past resting cars and taking no action. I fear it will get worse only with this scheme.,Once or twice a week,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon etc);",I don�t support any change in the area;,"I don�t think the area needs any further 
infrastructure or physical change, I like it the way it is;",Walking,Private car,Please make Hermitage Street one way - exit only to Harrow Road.. otherwise we get too much two way traffic as cars run through to North Wharf Road.
"Resident 
within this area",W2 2YE,W2 2YE,51.51389,-0.16582,"Improve local air quality ;Increase opportunities for 
community activity and a thriving high street ;Reduce cut through traffic and congestion;",Mostly positive,"I am very concerned by the creation of a new rat run from Stanhope Terrace via 
Gloucester Square and Hyde Park Street exiting down Hyde Park Street or Albion Street. Please provide barriers to avoid this problem. Entrance to the estate from the West can be via Clarendon Place or Hyde Park Street, and this will prevent through traffic.",Every day,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon 
etc);Visit bars / pubs / restaurants;Visit caf�s;","Outdoor dining;Cultural / artistic / musical events;Seasonal / 
specialist market (e.g. Christmas market or antiques market);","Public tables and 
chairs;Creating more space for outdoor dining;Green spaces/ planting;",Walking,Private car,
"Resident 
within this area",W2 2qe,W2 2qe,,,"Avoid increases in motor vehicle 
journey times within the area;","Strongly 
negative",,Every day,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon 
etc);Shop for specialist goods and/or services (e.g. art, clothes, 
furniture, property 
agents etc);Visit bars / pubs / restaurants;Visit caf�s;Use take-away food services;Spend time in the area e.g. sitting in public space areas;",Outdoor dining;Regular farmers� market;,"I don�t think the area needs any further 
infrastructure or physical change, I like it the way it is;",Private car,Private car,
"Resident 
within this area",W2 2SB,W2 2SB,51.51363,-0.174,"Encourage people to walk and 
cycle;Reduce cut through traffic and congestion;Increase opportunities for community activity and a thriving high street ;","Strongly 
positive","The estate is blighted with traffic, which makes it very unpleasant to walk and cycle around. The scheme will transform the area in this regard. I also really like the idea of creating a new public space in Connaught Village.",Once or twice a week,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon 
etc);Visit bars / pubs / restaurants;Visit caf�s;I cut through the area when travelling to 
another place;",Outdoor dining;Regular farmers� market;Seasonal / specialist market (e.g. Christmas market or antiques market);Cultural / artistic / musical events;,"Seating / benches;Public tables and chairs;Creating more space for outdoor dining;Green spaces/ planting;Outdoor events area;Extended pavements / pathways for 
pedestrians;Bicycle 
parking (e.g. stands or hangars);Water fountain;",Walking,Cycling,I think it would be better for Radnor Place and the north side of Gloucester Square to be moved into the northern zone. This would provide an additional access/exit for the northern zone (currently there is only one exit). It would also give residents in those areas better access to periphery roads.
"Resident 
within this area",w22yg,w22yg,,,"Encourage people to walk and 
cycle;Increase 
greening and 
biodiversity (e.g. trees, planters 
etc);Reduce cut 
through traffic and congestion;",Mostly positive,"This is a fantastic idea. Just please make sure taxis, Ubers and delivery drivers can continue to come through!",Between three and six times a week,"I cut through the area when travelling to 
another place;Visit bars / pubs / restaurants;Shop for household essentials (e.g. groceries, 
pharmacy, DIY, laundry, barber/hair saloon etc);",Outdoor dining;Regular farmers� market;Seasonal / specialist market (e.g. Christmas market or antiques market);Cultural / artistic / musical events;,"Extended pavements / pathways for 
pedestrians;Bicycle 
parking (e.g. stands or hangars);",Walking,Walking,
"Resident 
within this area",W2 2DN,W2 2DN,51.51673,-0.16729,"Improve accessibility for the most 
vulnerable 
users;Lower collision risks and increase streets 
safety;Reduce cut through traffic and congestion;","Strongly 
 
positive","I live opposite Cambridge Square a one way street and every day many many vehicles drive down the wrong way. The signage must be improved - there are ""no entry"" signs but high up and car drivers do not see them. ""No entry"" painted on the road would help enormously. I have seen many accidents here over the 20 years I have lived here. I have also raised the problem many times before.",Every day,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon 
etc);Shop for specialist goods and/or services (e.g. art, clothes, 
furniture, property 
agents etc);",Outdoor dining;Regular farmers� market;Seasonal / specialist market (e.g. Christmas market or antiques market);,"Creating more space for outdoor dining;Cut down on cyclists & motor 
scooters using pavements. ;",Walking,Walking,Dealing with the beggars in the area would also make a huge difference.
"Resident 
within this area",W22JZ,W22JZ,51.51396,-0.16782,"Reduce cut through traffic and 
congestion;Improve local air quality 
;Increase greening and biodiversity (e.g. trees, planters etc);",Mostly positive,,Between three and six times a week,"Visit bars / pubs / 
restaurants;Spend time in the area e.g. sitting in public space areas;",Outdoor dining;Regular street food market;Seasonal / specialist market (e.g. Christmas market or antiques market);,Seating / benches;Creating more space for outdoor dining;Green spaces/ planting;,Walking,Bus,
"Business 
owner / 
manager",w2 2tf,w2 2tf,,,"Increase 
opportunities for community activity and a thriving high street ;provide 
parking so visitors can come;","Strongly 
negative",we will be blocked off from the surrounding area with traffic jams all around us,Every day,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon 
etc);Shop for specialist goods and/or services (e.g. art, clothes, 
furniture, property 
agents etc);Visit bars / pubs / restaurants;Visit caf�s;I cut through the area when travelling to another place;",you can make this at the end of Tichbourne row without closing Kendal street ;,Remove clutter from the roads ;,Walking,Walking,"PLEASE DO NOT DO THIS. 
It will destroy business and life in the area"
"Resident 
within this area",W22YQ,W22YQ,51.51337,-0.16555,"Increase greening and biodiversity (e.g. trees, planters etc);Increase 
opportunities for community activity and a thriving high street ;","Strongly 
positive","I particularly like the creation of the new public space within Connaught Village. To create an active high street with 
independent shops and restaurants/caf�s is important to me.",Every day,"I cut through the area when travelling to 
another place;Visit bars / pubs / restaurants;Visit caf�s;Use take-away food services;",Outdoor dining;Regular farmers� market;Seasonal / specialist market (e.g. Christmas market or antiques market);Cultural / artistic / musical events;,"Seating / benches;Creating more space for outdoor dining;Outdoor events area;Play space for 
children;Village 
noticeboard;",Walking,Walking,I appreciate the council's efforts and the public outreach. It is important to invest in local community and this is a fantastic opportunity to improve the quality of live for residence and visitors alike.
"Resident in Westminster, but not in 
this area",w1g 5pr,w1g 5pr,,,"ALLOW cut through traffic and reduce congestion in 
Bayswater road ;","Strongly 
negative","Westminster is supposed to help us have a better quality of life, not restrict, ban and make life more difficult. 
For decades use of these roads was OK and than Westminster made things worse for people in the area by blocking roads. Please stop doing this",Between three and six times a week,"Shop for specialist goods and/or services (e.g. art, clothes, furniture, 
property agents 
etc);Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon 
etc);Visit caf�s;my kids go went to School ;",I don�t support any change in the area;,"I don�t think the area needs any further 
infrastructure or physical change, I like it the way it is;",Walking,I am not a resident in the area,Please don't waste money on this scheme. Introduce recycling collection twice a week if you have extra funds
"Resident in Westminster, but not in 
this area","W1G 
6QW",W1G  6QW,51.52089,-0.14887,Lower collision risks and increase streets safety;,"Strongly 
negative",Impact on the surrounding areas and impact for emergency services,Once every two weeks,Avoid cycle lanes and traffic on the main roads;,I don�t support any change in the area;,"I don�t think the area needs any further 
infrastructure or physical change, I like it the way it is;",Walking,I am not a resident in the area,Leave the streets alone.
"Resident 
within this area",W2 2YD,W2 2YD,51.51314,-0.16547,"Avoid increases in motor vehicle 
journey times within the area;","Strongly 
negative",,Between three and six times a week,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon 
etc);Visit bars / pubs / restaurants;Visit 
caf�s;Use take-away food services;",I don�t support any change in the area;,"I don�t think the area needs any further 
infrastructure or physical change, I like it the way it is;",Walking,Walking,
"Resident 
within this area",W2 2BA,W2 2BA,51.51334,-0.16632,"Encourage people to walk and 
cycle;Reduce cut through traffic and congestion;Improve local air quality ;","Strongly 
positive","Very supportive of changes to 
Kendal/Connaught Streets which should dramatically reduce traffic avoiding back-ups on Bayswater.",Between three and six times a week,"Visit caf�s;Use take away food services;Visit bars / pubs / 
restaurants;Shop for household essentials (e.g. groceries, 
pharmacy, DIY, laundry, barber/hair saloon etc);",Regular farmers� market;Cultural / artistic / musical events;Seasonal / specialist market (e.g. Christmas market or antiques market);,"Creating more space for outdoor dining;Green 
spaces/ planting;Creating safer pedestrian crossings;",Walking,Walking,
"Resident in Westminster, but not in 
this area","SW1V 
3ER",SW1V  3ER,51.48773,-0.14026,"Improve local air quality ;Encourage people to walk and 
cycle;Lower collision risks and increase streets safety;","Strongly 
positive","I cycle through this area regularly and it would 
make it safer",Once every two weeks,"I cut through the area when travelling to 
another place;Spend time in the area e.g. sitting in public space areas;","Regular street food 
market;Regular farmers� 
market;Cultural / artistic / musical events;Outdoor dining;","Green spaces/ 
planting;Public tables and chairs;Creating more space for outdoor dining;Seating 
/ benches;Play space for children;Public art;",Cycling,I am not a resident in the area,
"Resident 
within this area",W2 2NL,W2 2NL,51.51406,-0.17029,"Reduce cut through traffic and 
congestion;Increase greening and 
biodiversity (e.g. trees, planters 
etc);Reduce traffic noise;","Strongly 
negative","race that will emerge as a result of the LTN scheme. The scheme has made Strathern Place a one way street; ALL traffic coming from Stanhope Terrace 
wanting to go to eastbound to Hyde park street or Albion Street will be FORCED to go via Gloucester Square and north of Hyde Park Square, BY DESIGN. Hence a new rat rut will emerge south of Gloucester Sq into Hyde Park Sq. 
Gloucester Sq and north of Hyde Park Sq have nearly zero traffic today, as evident from the traffic studies shared with us via Hyde Park Estate Association. I do 
find it unacceptable that, a Council endorsed scheme, will make the life of residents worse off BY DESIGN. The principle of the scheme has to be that all residents will be better off or remain the same in 
terms of traffic - as a minimum. It can�t be that some residents will be better off at the expense of others! 
The scheme very cleverly blocks traffic from North to South, particular the heavy traffic flow coming from Paddington. The traffic consultants were at pain to point out that they do not anticipate heavy flows coming from Stanhope Terrace into the estate as shown in their studies. However, if that is the case, why did they make Strathern Place a one way street in the first place? 
As for the argument that cars would not go through the zig zac to avoid a few meters of traffic, the traffic consultants designing the scheme are obviously not driving in London. I am using the Waze App when driving my son to school every day and the app always guides me through elaborate detours to avoid traffic jams; which everyone anticipates to be the norm on Bayswater Rd going forward. 
I urge you to do something about the new rat run on Gloucester Sq/Hyde Park Sq. There are ways to avoid this; for example leave Strathearn Pl as a two way street. I believe that a better measure to reduce the flow of traffic onto Strathern Pl would be to change the green light traffic frequency at Westbourne Terrace for traffic coming into Stanhope Terrace. Making Strathern Pl a one way street pushes",Between three and six times a week,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon 
etc);Visit bars / pubs / restaurants;Visit caf�s;",Outdoor dining;Cultural / artistic / musical events;Regular farmers� market;,"Green spaces/ 
planting;Play space for children;Creating safer pedestrian 
crossings;Creating more space for outdoor 
dining;Village 
noticeboard;Extended pavements / pathways for pedestrians;",Walking,Private car,"Nobody in my block of flats, 22-24 Hyde Park Square has received the consultation papers!! I was informed about this from the Hyde Park Estate Association. It appears that only a selective number of 
residents have received the paper. This is a scandal. How can you call this a ""consultation""?"
"Resident 
within this area",W2 3PE,W2 3PE,51.51259,-0.17607,"Improve local air quality ;Avoid 
increases in motor vehicle journey 
times within the area;Reduce cut through traffic and congestion;","Strongly 
negative","The Hyde Park Estate is a low density residential area compared with all the surrounding streets. Westbourne Terrace, Lancaster Terrace, Westbourne Terrace and Sussex Gardens are comprised of a much larger number of multi-family dwellings and total number of residents. All of these streets and side roads will become permanently gridlocked. In pre Covid times, and before the addition of new cycle lanes on Brook Street, Sussex Gardens and Bayswater, the tailbacks at the traffic lights for each of these streets were already creating terrible pollution. 
You have not considered the impact of these newly narrowed roads and the rat-running that already occurs in this adjacent residential area. 
This is not the time to be forcing additional traffic onto already crowded, and now narrowed roads in a more densely populated residential area. There is zero evidence on your proposal pages for the proposed Hyde Park Estate LTN. 
To try to help a small group of influential people at the expense of many many more just adjacent, without any data, is clearly a case for judicial review. Have you checked the residential populations of those in and out of the LTN, not just the registered voters but all residents? 
Have you done any air quality testing on streets that will receive the traffic that is diverted out of the LTN into those streets? 
Please demonstrate how you have taken into consideration the recent narrowing of roadways on Brook Street, Sussex Gardens and Bayswater which will all receive traffic that is diverted out of the LTN into those streets? 
There is a recognition on your website that this will cause traffic to divert to neighbouring streets, both outright statement and also as a basis for closing sections of Praed Street. Please explain therefore",Once every two weeks,"Visit bars / pubs / 
restaurants;Visit 
caf�s;Spend time in the area e.g. sitting in public space areas;Visit friends and/or family;I cut 
through the area when travelling to another place;","I am happy with the current offer at Connaught Village and do not think it needs any further 
activities;I am not happy with any change that harms where I live just outside;","I don�t think the area needs any further 
infrastructure or physical change, I like it the way it is;",Walking,Bus,This proposal has no evidence basis and does not show any data on impact on surrounding areas.
"Resident in Westminster, but not in 
this area",W,W,,,"Improve local air quality ;Lower 
collision risks and increase streets 
safety;Encourage people to walk and cycle;","Strongly 
positive",There�s literally no other way to increase the walking and cycling levels.,Less than once a month,"Visit caf�s;Visit bars / pubs / restaurants;I cut through the area when 
travelling to another place;","Outdoor dining;Seasonal / 
specialist market (e.g. Christmas market or antiques market);",Bicycle parking (e.g. stands or hangars);Public tables and chairs;Green spaces/ planting;,Walking,I am not a resident in the area,Long overdue!
"Resident 
within this area",,,,,"Improve accessibility for the most 
vulnerable users;","Strongly 
negative","I live at George's Fields, right in the Village and your proposal will seriously affect my mobility. Your proposed closure of through traffic will prevent me and many of the elderly residents( I am 87 ) to get a cab right at the corner. Edgware Rd is too far to walk. At least make an exception for black cabs please, otherwise I will be the prisoner of Zenda.",Every day,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon 
etc);Visit caf�s;Use take away food 
services;Spend time in the area e.g. sitting in public space areas;Live here;","I am happy with the current offer at Connaught Village and do not think it needs any further 
activities;",Creating more space for outdoor dining;,Taxi / private hire vehicle,"Taxi / private hire 
vehicle",Whatever closure you propose please allow traditional black cabs access to all areas
"Resident 
within this area",W2 3HH,W2 3HH,51.51453,-0.17918,"Improve local air quality ;Increase opportunities for 
community activity and a thriving high street ;Encourage people to walk and cycle;","Strongly 
positive",,Once every two weeks,"Visit bars / pubs / 
restaurants;Visit 
caf�s;Spend time in the area e.g. sitting in public space areas;I cut through the area when travelling to another place;","Cultural / artistic / musical 
events;Outdoor dining;Regular farmers� market;","Green spaces/ 
planting;Extended 
pavements / pathways for pedestrians;Bicycle 
parking (e.g. stands or hangars);Public art;Village noticeboard;Water 
fountain;",Cycling,Cycling,This is a brilliant scheme. It should be extended further down the road to Gloucester Terrace. And all around Hyde park. The park should spill out into all the residential areas around it. Cycle lanes should continue from the park into these local areas.
"Resident 
within this area",W2 2JT,W2 2JT,51.5137,-0.16864,"Improve accessibility for the most 
vulnerable 
users;Avoid 
increases in motor vehicle journey 
times within the area;Lower collision risks and increase streets safety;","Strongly 
positive",I would like to less motorcycles as they are extremely loud,Once or twice a week,Visit caf�s;Spend time in the area e.g. sitting in public space areas;I cut through the area when travelling to another place;,"Outdoor dining;Regular farmers� market;Regular street food market;Seasonal / specialist 
market (e.g. Christmas market or antiques market);Cultural / artistic / musical events;","Creating more space for outdoor dining;Green spaces/ planting;Outdoor events area;Play space for children;Extended 
pavements / pathways for pedestrians;Creating safer pedestrian 
crossings;Water 
fountain;Repurposing the red telephone box;Public tables and chairs;Public art;Village noticeboard;",Walking,Walking,Ramps for wheelchair users in shop entrances
"Business 
owner / 
manager",w2 2ye,w2 2ye,,,"Lower collision risks and increase streets safety;Reduce cut through traffic and congestion;Avoid increases in motor vehicle journey 
times within the area;","Mostly 
negative","Going East will be harder to pick up taxi's on Connaught Street 
It is just creating a rat run down Albion Street where cars cannot turn right. Already I see vehicles who want to turn right go down ALbion Street then turn round and come back up. This will just create more traffic on this quiet street",Between three and six times a week,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon 
etc);Shop for specialist goods and/or services (e.g. art, clothes, 
furniture, property 
agents etc);Visit bars / pubs / restaurants;Visit caf�s;Use take-away food services;Spend time in the area e.g. sitting in public space areas;",I don�t support any change in the area;,"I don�t think the area needs any further 
infrastructure or physical change, I like it the way it is;",Walking,Walking,Just leaves things as they are stop tinkering with everything
"Resident in Westminster, but not in 
this area",,,,,"stop Westminster making life 
miserable ;","Strongly 
negative",,Less than once a month,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon etc);",I don�t support any change in the area;,"I don�t think the area needs any further 
infrastructure or physical change, I like it the way it is;",Walking,Private car,
"Resident 
within this area",W2 2 NS,W2 2 NS,51.51294,-0.16845,"Avoid increases in motor vehicle 
journey times within the area;Improve accessibility for the most vulnerable users;Improve local air quality ;Ruined Bayswater Rd 
increased pollution Terrible scheme. ;","Mostly 
negative",I just do not trust your traffic planning and am extremely nervous about you fiddling with our roads when you have made such a mess of Bayswater road. People cannot always walk or cycle. Cars are necessary in London for many reasons and you are trying to ban them!,Once or twice a week,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon etc);",Seasonal / specialist market (e.g. Christmas market or antiques market);Regular farmers� market;,"I don�t think the area needs any further 
infrastructure or physical change, I like it the way it is;",Walking,And walking.,We have the park next door where we can walk and sit. We need our shops to be viable and not to keep shitting down. Vehicle access is important.
"Resident in Westminster, but not in 
this area",w1h 6zd,w1h 6zd,,,"Avoid increases in motor vehicle 
journey times within the area;leave it as it is ;","Strongly 
negative",Is the sole purpose of Westminster council to make our life a misery?,Between three and six times a week,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon 
etc);Shop for specialist goods and/or services (e.g. art, clothes, 
furniture, property 
agents etc);Visit caf�s;I cut through the area when travelling to 
another place;",you can not block roads for this ;,"I don�t think the area needs any further 
infrastructure or physical change, I like it the way it is;",Walking,Private car,"Congestion is caused by you! 
When you close North Carriage Drive or reduce road surface in Bayswater road, what did you expect would happen. Here is another prediction. If you do this roads around this area will be hell"
"Resident in Westminster, but not in 
this area",W23UW,W23UW,51.51361,-0.17711,"Increase greening and biodiversity (e.g. trees, planters etc);Improve local air quality ;Lower collision risks and increase streets 
safety;","Strongly 
negative","The reason there is increased traffic flow on Hyde Park Estate is because of the INSANE DECISION to reduce Bayswater Road to a single lane, thus encouraging drivers to cut through HPE. I've never seen a single cyclist in that lane. They ALL CYCLE IN PARK. Reinstate 2 lane westbound Bayswater Road (and northbound Park Lane) and problem will be solved. As for air quality, traffic sitting in grid lock WORSENS air quality. It's as if the Mayor WANTS to bring London to a standstill. Why don't you consult the people who really know, London Black Cab Drivers who drive the streets every day. The traffic flow was much smoother before you people started meddling.",Every day,Visit caf�s;Spend time in the area e.g. sitting in public space areas;I cut through the area when travelling to another place;,"I am happy with the current offer at Connaught Village and do not think it needs any further 
activities;","Village 
noticeboard;Seating / benches;",Private car,Cycling,Abandon this Low Traffic Nonsense. London is a large city and people have to function and go about their business. It's not a giant recreation area (we have Hyde Park for that) - if you add half an hour to every journey time it seriously impacts my and others way of life. I genuinely believe you sit in your meetings with no idea how your illogical and insane decisions practically affect peoples lives and their ability to perform every day tasks.
"Business 
owner / 
manager",W25GT,W25GT,51.51838,-0.1934,,"Strongly 
negative",For decades use of these roads was ok. apaleas STOP doing this.,Every day,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon etc);",I don�t support any change in the area;,"I don�t think the area needs any further 
infrastructure or physical change, I like it the way it is;",Private car,Private car,
"Employee (of nearby 
business)",W2 5GE,W2 5GE,51.51837,-0.19341,,"Strongly 
negative",,Between three and six times a week,"Visit bars / pubs / 
restaurants;",I don�t support any change in the area;,"I don�t think the area needs any further 
infrastructure or physical change, I like it the way it is;",Bus,Bus,Blocking Kendal street for traffic is awful idea
"Resident 
within this area",W2 2NL,W2 2NL,51.51406,-0.17029,"Increase greening and biodiversity (e.g. trees, planters etc);Increase 
opportunities for community activity and a thriving high street ;Improve 
accessibility for the most vulnerable users;","Strongly 
negative","I am concerned that traffic will flow eastbound to Gloucester Square because the proposal has made Strathern Pl an access only road eastbound, forcing all traffic to our peaceful square. My bedrooms overlook Gloucester sq and this scheme will destroy my peace. This is unacceptable!",Every day,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon etc);",Seasonal / specialist market (e.g. Christmas market or antiques market);Regular farmers� market;,"Seating / benches;Green spaces/ planting;Creating safer pedestrian 
crossings;Village 
noticeboard;Extended pavements / pathways for pedestrians;",Walking,Bus,We are living in Covid times. Why the rush to implement a scheme like this? The council should spend their time saving businesses and not on vanity projects to make residents lives a misery!
"Resident 
within this area",W2 2yq,W2 2yq,,,"Improve local air quality ;Encourage people to walk and cycle;Increase 
greening and 
biodiversity (e.g. trees, planters etc);",Mostly positive,"Concerned there could be significantly higher traffic volume down Albion Street, which is currently mostly quiet.",Between three and six times a week,"Shop for household essentials (e.g. groceries, pharmacy, DIY, laundry, barber/hair saloon 
etc);Visit bars / pubs / restaurants;Visit 
caf�s;Use take-away food services;",Outdoor dining;Regular farmers� market;Cultural / artistic / musical events;,"Public tables and 
chairs;Green spaces/ planting;Bicycle parking (e.g. stands or hangars);",Walking,Cycling,
"Resident 
within this area",W2 2RH,W2 2RH,51.51422,-0.1737,"Encourage people to walk and 
cycle;Lower collision risks and increase streets 
safety;Increase 
greening and 
biodiversity (e.g. trees, planters 
etc);Increase 
opportunities for community activity and a thriving high 
street ;Improve local air quality ;Improve accessibility for the 
most vulnerable users;Reduce cut through traffic and congestion;","Strongly 
positive",,Once every two weeks,"Visit bars / pubs / 
restaurants;",Outdoor dining;Regular farmers� market;Cultural / artistic / musical events;,"Creating more space for outdoor dining;Public tables and chairs;Green spaces/ planting;Play space for 
children;Extended 
pavements / pathways for pedestrians;Bicycle 
parking (e.g. stands or hangars);Public 
art;Repurposing the red telephone box;",Walking,Cycling,
